run_num,seq_num,latitude,longitude,movingSpeed,compassDirection,mobility_mode,trajectory_direction,tower_id,actual_nr_ssRsrp,predicted_nr_ssRsrp,error
1,219.0,44.9758159,-93.26040355,4.71870325,121,driving,CW,16,-78.0,-81.11087,3.1108704
1,220.0,44.97579,-93.26034545,5.67929265,121,driving,CW,16,-80.0,-80.129555,0.12955475
1,221.0,44.97575975,-93.2602776,6.50444535,121,driving,CW,16,-80.0,-81.39006,1.3900604
1,222.0,44.97572575,-93.2602017,7.2540492,121,driving,CW,16,-77.0,-82.309586,5.3095856
1,223.0,44.975688700000006,-93.2601179,7.9391315,121,driving,CW,16,-75.0,-81.670166,6.670166
1,224.0,44.975649,-93.26002635,8.3844065,121,driving,CW,16,-75.0,-80.05406,5.054062
1,225.0,44.97560735,-93.25992975,8.8393345,121,driving,CW,16,-77.0,-79.82877,2.8287735
1,226.0,44.97556365,-93.25983065,9.2194825,121,driving,CW,16,-77.0,-83.141525,6.1415253
1,227.0,44.9755181,-93.25972985,9.389801,121,driving,CW,16,-102.0,-86.65808,-15.341919
1,228.0,44.97547185,-93.259629,9.3001015,122,driving,CW,16,-111.0,-107.20529,-3.7947083
1,229.0,44.97542515,-93.2595312,8.932692,122,driving,CW,16,-106.99999,-103.91879,-3.0811996
1,230.0,44.9753812,-93.2594419,7.8987425,123,driving,CW,16,-140.0,-117.23616,-22.76384
2,191.0,44.97639815,-93.2618583,0.85418833,123,driving,CW,16,-92.0,-84.94089,-7.0591125
2,192.0,44.97639355,-93.2618464,2.1518361,124,driving,CW,16,-92.0,-88.77864,-3.2213593
2,193.0,44.976381,-93.2618178,3.7562356,124,driving,CW,16,-90.0,-94.11149,4.1114883
2,194.0,44.9763603,-93.26177145,4.93203355,123,driving,CW,16,-87.0,-93.218864,6.2188644
2,195.0,44.97633425,-93.2617124,5.7181537,122,driving,CW,16,-87.0,-88.63076,1.6307602
2,196.0,44.97630495,-93.26164615,6.2670033,122,driving,CW,16,-90.0,-87.79227,-2.2077332
2,197.0,44.97627375,-93.2615748,6.68199945,122,driving,CW,16,-90.0,-91.275154,1.2751541
2,198.0,44.97624105,-93.26149885,7.03888365,121,driving,CW,16,-87.0,-91.79757,4.7975693
2,199.0,44.9762073,-93.26141955,7.3641595,121,driving,CW,16,-87.0,-87.92818,0.9281769
2,200.0,44.976172600000005,-93.26133675,7.758914,121,driving,CW,16,-89.0,-87.11104,-1.8889618
2,201.0,44.97613605,-93.26124995,8.2286145,121,driving,CW,16,-84.0,-92.73983,8.73983
2,202.0,44.97609745,-93.2611582,8.618857499999999,121,driving,CW,16,-84.0,-88.362755,4.362755
2,203.0,44.97605745,-93.26106215,8.694725,120,driving,CW,16,-89.0,-89.9272,0.9272003
2,204.0,44.97601775,-93.2609665,8.510462,120,driving,CW,16,-140.0,-93.48228,-46.517723
2,205.0,44.97597879999999,-93.2608744,8.276410499999999,120,driving,CW,16,-140.0,-143.42966,3.429657
2,206.0,44.9759407,-93.26078535,8.1311965,120,driving,CW,16,-87.0,-101.44207,14.44207
2,207.0,44.97590315,-93.26069815,8.11005,120,driving,CW,16,-83.0,-89.77167,6.7716675
2,208.0,44.97586555,-93.26061045,8.139906,120,driving,CW,16,-78.0,-87.77928,9.779282
2,209.0,44.97582855,-93.2605216,8.1948155,120,driving,CW,16,-78.0,-86.41371,8.413712
2,210.0,44.97579175,-93.26043175,8.160041,119,driving,CW,16,-78.0,-82.740524,4.7405243
2,211.0,44.97575535,-93.26034140000002,7.9253655,119,driving,CW,16,-78.0,-81.5558,3.5558014
2,212.0,44.9757205,-93.26025425,7.6653595,119,driving,CW,16,-78.0,-83.388145,5.3881454
2,213.0,44.97568635,-93.2601716,7.430252499999999,119,driving,CW,16,-78.0,-88.60667,10.606667
2,214.0,44.9756519,-93.2600921,7.1953338,120,driving,CW,16,-74.0,-94.29875,20.298752
2,215.0,44.9756179,-93.2600154,7.065292599999999,120,driving,CW,16,-74.0,-86.03359,12.033592
2,216.0,44.97558455,-93.2599411,6.950209599999999,120,driving,CW,16,-74.0,-89.765465,15.765465
2,217.0,44.9755506,-93.25986935,6.7352313,122,driving,CW,16,-78.0,-87.213974,9.213974
2,218.0,44.97551595,-93.2598012,6.5251575,124,driving,CW,16,-81.0,-89.77129,8.771294
2,219.0,44.9754812,-93.25973615,6.33512915,125,driving,CW,16,-99.0,-92.39081,-6.609192
2,220.0,44.9754472,-93.25967265,6.11515715,124,driving,CW,16,-105.0,-102.43796,-2.5620422
2,221.0,44.97541565,-93.25961125,5.8903897,123,driving,CW,16,-110.0,-97.24983,-12.750168
2,222.0,44.97538695,-93.25955185,5.5505032,122,driving,CW,16,-140.0,-124.71675,-15.283249
2,223.0,44.97536165,-93.2594955,4.9821395,121,driving,CW,16,-140.0,-138.4147,-1.5852966
2,224.0,44.9753405,-93.25944515,4.3520975,119,driving,CW,16,-140.0,-91.65849,-48.341507
2,225.0,44.97532295,-93.25940135,3.6853396,118,driving,CW,16,-140.0,-94.56792,-45.432083
3,211.0,44.97623425,-93.2615351,8.27013175,120,driving,CW,16,-100.0,-97.42459,-2.575409
3,212.0,44.97619765,-93.2614452,8.23512175,120,driving,CW,16,-140.0,-97.075424,-42.924576
3,213.0,44.9761608,-93.26135595,8.2599915,121,driving,CW,16,-140.0,-138.21964,-1.780365
3,214.0,44.9761235,-93.26126685,8.3149225,121,driving,CW,16,-84.0,-86.89738,2.897377
3,215.0,44.97608579999999,-93.26117775,8.3249485,121,driving,CW,16,-89.0,-91.85666,2.856659
3,216.0,44.97604855,-93.2610884,8.250063,120,driving,CW,16,-92.0,-88.57712,-3.422882
3,217.0,44.97601175,-93.26099985,8.150133,120,driving,CW,16,-92.0,-91.59899,-0.4010086
3,218.0,44.9759745,-93.26091205,8.0851055,120,driving,CW,16,-87.0,-91.19479,4.1947937
3,219.0,44.975937,-93.26082625,7.8700964,120,driving,CW,16,-95.0,-88.00268,-6.997322
3,220.0,44.97590055,-93.2607454,7.48587565,120,driving,CW,16,-92.0,-98.4612,6.461197
3,221.0,44.9758658,-93.26066795,7.21584345,120,driving,CW,16,-92.0,-93.86053,1.860527
3,222.0,44.975832700000005,-93.26059065,7.1450417,120,driving,CW,16,-97.0,-103.46005,6.4600525
3,223.0,44.97580115,-93.26051395,7.11999775,120,driving,CW,16,-99.0,-104.16934,5.169342
3,224.0,44.97577045,-93.2604383,6.96504075,120,driving,CW,16,-94.0,-97.69429,3.6942902
3,225.0,44.97574045,-93.26036385,6.8000395000000005,120,driving,CW,16,-97.0,-95.68918,-1.3108215
3,226.0,44.97571005,-93.26028995,6.8449625,120,driving,CW,16,-97.0,-97.746346,0.7463455
3,227.0,44.97567755,-93.26021535,6.9699464,121,driving,CW,16,-97.0,-96.89865,-0.10134888
3,228.0,44.975643700000006,-93.260141,6.989994900000001,122,driving,CW,16,-102.0,-96.179405,-5.820595
3,229.0,44.97560925,-93.2600665,6.940025500000001,123,driving,CW,16,-112.0,-102.5524,-9.447601
3,230.0,44.97557425,-93.2599932,6.82504685,123,driving,CW,16,-109.0,-112.13014,3.1301422
3,231.0,44.97553975,-93.2599227,6.6600542,123,driving,CW,16,-140.0,-112.2929,-27.7071
3,232.0,44.9755065,-93.2598542,6.3850832,122,driving,CW,16,-140.0,-148.96548,8.965485
3,233.0,44.97547585,-93.2597877,6.01515915,121,driving,CW,16,-106.99999,-127.44124,20.441246
3,234.0,44.97544815,-93.2597246,5.59520195,120,driving,CW,16,-119.0,-98.58755,-20.412453
3,235.0,44.9754228,-93.259667,5.14515115,120,driving,CW,16,-110.0,-138.50423,28.504227
3,236.0,44.9753997,-93.2596159,4.6014525,119,driving,CW,16,-110.0,-129.11006,19.110062
3,237.0,44.97537915,-93.25957135,3.824836,119,driving,CW,16,-140.0,-104.03394,-35.966057
3,238.0,44.975363,-93.25953545,2.8288425,119,driving,CW,16,-140.0,-128.77142,-11.228577
3,239.0,44.9753523,-93.25950975,2.0355163,119,driving,CW,16,-140.0,-90.486626,-49.513374
3,240.0,44.97534555,-93.2594915,1.49172065,119,driving,CW,16,-140.0,-112.750565,-27.249435
3,241.0,44.975341,-93.25947905,0.857719175,118,driving,CW,16,-140.0,-112.68507,-27.314934
3,242.0,44.9753389,-93.2594732,0.511639595,118,driving,CW,16,-140.0,-96.96261,-43.03739
3,243.0,44.9753386,-93.2594719,0.51105154,118,driving,CW,16,-140.0,-134.1656,-5.8343964
3,244.0,44.9753386,-93.2594723,0.21713457,121,driving,CW,16,-140.0,-134.58118,-5.4188232
3,245.0,44.9753393,-93.2594744,0.023003642,269,driving,CW,16,-140.0,-137.17358,-2.826416
3,246.0,44.975339700000006,-93.2594754,0.0620400999999999,294,driving,CW,16,-140.0,-133.49707,-6.5029297
3,247.0,44.9753399,-93.2594758,0.0437711659999999,294,driving,CW,16,-140.0,-137.29045,-2.709549
3,248.0,44.9753398,-93.2594758,0.01784424,294,driving,CW,16,-140.0,-137.86858,-2.131424
3,249.0,44.9753398,-93.2594758,0.0043822294,292,driving,CW,16,-140.0,-138.27917,-1.7208252
3,250.0,44.9753398,-93.2594757,0.00044006805,124,driving,CW,16,-140.0,-140.10211,0.10211182
4,625.0,44.9736061,-93.2604326,1.390142,37,walking,ACW,3,-85.0,-85.42784,0.4278412
4,626.0,44.9736193,-93.26041845,1.37924295,38,walking,ACW,3,-85.0,-86.638435,1.6384354
4,627.0,44.9736274,-93.2604091,1.3662175,39,walking,ACW,3,-85.0,-86.27823,1.2782288
4,628.0,44.97363585,-93.26039845,1.36470105,39,walking,ACW,3,-83.0,-85.73372,2.7337189
4,629.0,44.97364695,-93.26038445,1.36213475,39,walking,ACW,3,-83.0,-84.82812,1.8281174
4,630.0,44.9736549,-93.2603753,1.3605781,39,walking,ACW,3,-86.0,-84.548996,-1.451004
4,631.0,44.9736632,-93.26036675,1.35666085,38,walking,ACW,3,-84.0,-87.3836,3.3835983
4,632.0,44.9736725,-93.2603588,1.3429833999999998,37,walking,ACW,3,-84.0,-86.82001,2.8200073
4,633.0,44.973688200000005,-93.2603494,1.31689205,34,walking,ACW,3,-84.0,-89.404686,5.404686
4,634.0,44.97370105,-93.26034285,1.304229,34,walking,ACW,3,-86.0,-89.10178,3.1017838
4,635.0,44.97371145,-93.26033615,1.27145505,36,walking,ACW,3,-83.0,-88.10314,5.103142
4,636.0,44.9737139,-93.2603339,1.2609465,37,walking,ACW,3,-83.0,-86.45055,3.4505463
4,637.0,44.9737225,-93.2603253,1.2199578000000002,41,walking,ACW,3,-89.0,-88.09106,-0.9089432
4,638.0,44.9737363,-93.260314,1.2069906,44,walking,ACW,3,-94.0,-90.2937,-3.7062988
4,639.0,44.97375165,-93.26029815,1.20737515,47,walking,ACW,3,-94.0,-92.17596,-1.8240433
4,640.0,44.973762,-93.2602828,1.2188671999999998,51,walking,ACW,3,-94.0,-91.13847,-2.8615265
4,641.0,44.9737665,-93.26027565,1.22700065,52,walking,ACW,3,-94.0,-93.24942,-0.75057983
4,642.0,44.9737733,-93.260265,1.2378805,53,walking,ACW,3,-96.0,-93.52719,-2.4728088
4,643.0,44.97378435,-93.26025115,1.2527751,53,walking,ACW,3,-96.0,-95.947784,-0.052215576
4,644.0,44.9737918,-93.2602436,1.2600718000000002,52,walking,ACW,3,-96.0,-96.878654,0.8786545
4,645.0,44.9737998,-93.26023495,1.2637807,50,walking,ACW,3,-103.0,-93.11762,-9.882378
4,646.0,44.97381179999999,-93.2602238,1.27159305,48,walking,ACW,3,-103.0,-100.15848,-2.8415222
4,647.0,44.9738152,-93.2602213,1.2744235000000002,47,walking,ACW,3,-103.0,-102.789955,-0.21004486
4,648.0,44.97383255,-93.2602087,1.2833033,44,walking,ACW,3,-105.0,-101.41652,-3.5834808
4,649.0,44.9738419,-93.2602005,1.2807835,44,walking,ACW,3,-104.0,-104.99035,0.9903488
4,650.0,44.97385885,-93.2601878,1.28525045,41,walking,ACW,3,-104.0,-103.39325,-0.6067505
4,651.0,44.9738698,-93.2601806,1.2886667,39,walking,ACW,3,-110.0,-102.27977,-7.72023
4,652.0,44.97387929999999,-93.2601724,1.2909788,39,walking,ACW,3,-105.0,-110.03984,5.0398407
4,653.0,44.97389145,-93.2601618,1.29433065,38,walking,ACW,3,-140.0,-107.0142,-32.9858
4,654.0,44.9739002,-93.2601543,1.29513185,38,walking,ACW,3,-140.0,-141.77943,1.7794342
4,655.0,44.9739058,-93.2601494,1.2944963,38,walking,ACW,3,-92.0,-125.40287,33.40287
4,656.0,44.973919,-93.2601346,1.2844918,39,walking,ACW,3,-80.0,-90.02261,10.022614
4,657.0,44.9739276,-93.26012455,1.2928412,40,walking,ACW,3,-80.0,-88.328545,8.328545
4,658.0,44.9739428,-93.2601127,1.3156012,40,walking,ACW,3,-82.0,-87.93871,5.938713
4,659.0,44.9739537,-93.260108,1.3254136,39,walking,ACW,3,-78.0,-89.33558,11.335579
4,660.0,44.97397435,-93.26009535,1.33468485,38,walking,ACW,3,-78.0,-85.504,7.503998
4,661.0,44.9739783,-93.2600928,1.3342528,38,walking,ACW,3,-85.0,-85.27818,0.27818298
4,662.0,44.9739911,-93.2600823,1.3152411,37,walking,ACW,3,-87.0,-87.57669,0.5766907
4,663.0,44.9740067,-93.2600727,1.2807683,34,walking,ACW,3,-85.0,-88.990234,3.9902344
4,664.0,44.9740099,-93.260071,1.2774407,34,walking,ACW,3,-85.0,-88.99305,3.9930496
4,665.0,44.97402895,-93.2600574,1.2593319,33,walking,ACW,3,-83.0,-87.65128,4.6512833
4,666.0,44.9740389,-93.2600503,1.25376205,33,walking,ACW,3,-83.0,-86.8378,3.837799
4,667.0,44.9740472,-93.26004505,1.25726155,33,walking,ACW,3,-87.0,-85.05441,-1.9455872
4,668.0,44.9740529,-93.2600416,1.2607487,33,walking,ACW,3,-86.0,-84.400635,-1.5993652
4,669.0,44.974069,-93.26003315,1.27171625,33,walking,ACW,3,-86.0,-85.686844,-0.31315613
4,670.0,44.974081,-93.26002535,1.2775406,33,walking,ACW,3,-88.0,-88.66332,0.66332245
4,671.0,44.97409,-93.2600185,1.2812852,32,walking,ACW,3,-88.0,-89.60974,1.6097412
4,672.0,44.974102,-93.2600089,1.2857932,32,walking,ACW,3,-93.0,-87.726364,-5.273636
4,673.0,44.9741106,-93.26000125,1.2847556999999998,32,walking,ACW,3,-93.0,-90.078964,-2.9210358
4,674.0,44.9741223,-93.25999165,1.2872013,31,walking,ACW,3,-89.0,-92.77996,3.7799606
4,675.0,44.97413105,-93.25998525,1.2897199,31,walking,ACW,3,-89.0,-91.542534,2.5425339
4,676.0,44.974140000000006,-93.2599789,1.290391,31,walking,ACW,3,-89.0,-89.52199,0.5219879
4,677.0,44.9741524,-93.2599695,1.29373415,32,walking,ACW,3,-89.0,-88.589226,-0.41077423
4,678.0,44.9741624,-93.2599636,1.2975578,33,walking,ACW,3,-89.0,-87.50727,-1.4927292
4,679.0,44.97417479999999,-93.2599566,1.2985381,33,walking,ACW,3,-89.0,-87.50887,-1.491127
4,680.0,44.9741809,-93.2599543,1.2936508999999998,34,walking,ACW,3,-92.0,-89.539696,-2.4603043
4,681.0,44.9741927,-93.2599459,1.2903208000000002,35,walking,ACW,3,-140.0,-91.194565,-48.805435
4,682.0,44.97420735,-93.25993295,1.3024801,35,walking,ACW,3,-140.0,-142.5085,2.5084991
4,683.0,44.9742167,-93.2599241,1.3067062,36,walking,ACW,3,-140.0,-118.625145,-21.374855
4,684.0,44.9742226,-93.2599182,1.3115242,36,walking,ACW,3,-140.0,-110.73613,-29.26387
4,685.0,44.9742357,-93.25990465,1.3099835,36,walking,ACW,3,-140.0,-138.24652,-1.753479
4,686.0,44.97424365,-93.25989565,1.30991815,38,walking,ACW,3,-93.0,-146.74718,53.747177
4,687.0,44.97425820000001,-93.25988025,1.3229017,39,walking,ACW,3,-93.0,-90.192314,-2.8076859
4,688.0,44.97426545,-93.25987415,1.32807105,40,walking,ACW,3,-102.0,-100.55443,-1.4455719
4,689.0,44.9742784,-93.2598615,1.3337622,40,walking,ACW,3,-104.0,-98.58797,-5.412033
4,690.0,44.9742876,-93.2598518,1.3387545,41,walking,ACW,3,-97.0,-108.34177,11.341766
4,691.0,44.9742939,-93.2598462,1.3343841,39,walking,ACW,3,-140.0,-98.987724,-41.012276
4,692.0,44.9743049,-93.2598355,1.3324401,38,walking,ACW,3,-140.0,-134.84306,-5.1569366
4,693.0,44.97431735,-93.25982315,1.32356155,38,walking,ACW,3,-140.0,-102.98963,-37.01037
4,694.0,44.9743256,-93.2598154,1.3286736,37,walking,ACW,3,-140.0,-112.518196,-27.481804
4,695.0,44.974339,-93.2598035,1.35137555,36,walking,ACW,3,-140.0,-110.53311,-29.466888
4,696.0,44.9743551,-93.2597893,1.3837886,36,walking,ACW,3,-140.0,-110.794014,-29.205986
4,697.0,44.97436210000001,-93.259782,1.383774,36,walking,ACW,3,-90.0,-136.77388,46.77388
4,698.0,44.97437835,-93.2597635,1.389636,37,walking,ACW,3,-90.0,-88.08264,-1.9173584
4,699.0,44.9743917,-93.25975035,1.39782645,35,walking,ACW,3,-92.0,-91.23003,-0.76997375
4,700.0,44.9744003,-93.2597424,1.3937832,35,walking,ACW,3,-92.0,-88.87871,-3.121292
4,701.0,44.9744118,-93.2597313,1.3761982,36,walking,ACW,3,-102.0,-92.81623,-9.183769
4,702.0,44.9744236,-93.2597191,1.3713318,37,walking,ACW,3,-102.0,-102.70291,0.7029114
4,703.0,44.9744296,-93.259713,1.3717549999999998,36,walking,ACW,3,-100.0,-108.77496,8.774963
4,704.0,44.9744418,-93.2596995,1.364931,38,walking,ACW,3,-100.0,-125.77912,25.779121
4,705.0,44.9744489,-93.25969015,1.34600575,39,walking,ACW,3,-140.0,-104.40807,-35.591927
4,706.0,44.97445565,-93.2596833,1.3392233,37,walking,ACW,3,-140.0,-137.37315,-2.6268463
4,707.0,44.9744649,-93.2596711,1.36798035,35,walking,ACW,3,-140.0,-132.4602,-7.539795
4,708.0,44.9744735,-93.2596504,1.4166259,36,walking,ACW,3,-140.0,-112.39584,-27.604156
4,709.0,44.9744802,-93.2596437,1.4946425,36,walking,ACW,3,-140.0,-124.89793,-15.102074
4,710.0,44.9744937,-93.259628,1.42794915,49,walking,ACW,3,-140.0,-139.59572,-0.40428162
4,711.0,44.9745005,-93.2596173,1.3954229,46,walking,ACW,3,-140.0,-124.93548,-15.064522
4,712.0,44.9745108,-93.25960475,1.36073925,41,walking,ACW,3,-140.0,-136.83261,-3.167389
4,713.0,44.9745162,-93.2595995,1.3655461000000002,39,walking,ACW,3,-140.0,-140.28185,0.2818451
4,714.0,44.97452835,-93.2595861,1.38620365,43,walking,ACW,3,-140.0,-137.69247,-2.3075256
4,715.0,44.9745389,-93.25957505,1.4101239,44,walking,ACW,3,-140.0,-137.70961,-2.29039
4,716.0,44.9745484,-93.2595661,1.3833434,43,walking,ACW,3,-140.0,-137.63058,-2.3694153
4,717.0,44.97455815,-93.25955675,1.32125545,40,walking,ACW,3,-140.0,-137.5629,-2.4371033
4,718.0,44.9745686,-93.2595441,1.3003393,38,walking,ACW,3,-140.0,-137.65533,-2.3446655
4,719.0,44.9745831,-93.2595291,1.378024,27,walking,ACW,3,-140.0,-137.70087,-2.2991333
4,720.0,44.97459915,-93.25951885,1.3885515,25,walking,ACW,3,-140.0,-137.65685,-2.343155
4,721.0,44.974614200000005,-93.2595108,1.3862517,26,walking,ACW,3,-140.0,-137.67331,-2.3266907
4,722.0,44.9746206,-93.2595077,1.3825305,26,walking,ACW,3,-140.0,-137.69617,-2.303833
4,723.0,44.9746323,-93.2595033,1.3723972,25,walking,ACW,21,-140.0,-137.69394,-2.3060608
4,724.0,44.974646500000006,-93.25949895,1.36984685,25,walking,ACW,21,-140.0,-138.61613,-1.3838654
4,725.0,44.97465935,-93.25949305,1.378545,26,walking,ACW,21,-140.0,-135.58723,-4.4127655
4,726.0,44.97467329999999,-93.25948645,1.3934024,26,walking,ACW,7,-140.0,-135.08102,-4.918976
4,727.0,44.97467975,-93.25948259999998,1.40329695,26,walking,ACW,7,-140.0,-116.927284,-23.072716
4,728.0,44.974683,-93.2594807,1.4096407,27,walking,ACW,7,-90.0,-103.674194,13.674194
4,729.0,44.9747115,-93.2594539,1.4214873,28,walking,ACW,7,-90.0,-77.72201,-12.277992
4,730.0,44.97472545,-93.2594384,1.40305715,31,walking,ACW,10,-140.0,-75.90674,-64.09326
4,731.0,44.9747294,-93.2594348,1.4066893,32,walking,ACW,10,-140.0,-129.10272,-10.897278
4,732.0,44.97475185,-93.2594179,1.40557325,32,walking,ACW,10,-82.0,-84.702774,2.702774
4,733.0,44.97476029999999,-93.25941385,1.39640935,31,walking,ACW,10,-82.0,-79.70659,-2.2934113
4,734.0,44.97476915,-93.25941015,1.38780105,30,walking,ACW,10,-87.0,-84.40161,-2.5983887
4,735.0,44.97478215,-93.25940645,1.36602545,25,walking,ACW,10,-82.0,-86.44201,4.442009
4,736.0,44.97479225,-93.25940555,1.3524286,22,walking,ACW,10,-82.0,-85.61778,3.6177826
4,737.0,44.97480529999999,-93.2594044,1.34353045,19,walking,ACW,10,-84.0,-84.28785,0.28784943
4,738.0,44.97482155,-93.25939755,1.34975935,18,walking,ACW,10,-84.0,-83.713,-0.28700256
4,739.0,44.974831,-93.2593883,1.3573207,18,walking,ACW,10,-140.0,-74.95353,-65.04647
4,740.0,44.97484015,-93.2593816,1.36288105,18,walking,ACW,18,-140.0,-143.04199,3.0419922
4,741.0,44.97485035,-93.2593765,1.37062435,17,walking,ACW,18,-140.0,-148.951,8.951004
4,742.0,44.9748665,-93.25937115,1.37424205,15,walking,ACW,18,-86.0,-96.52138,10.521378
4,743.0,44.9748791,-93.259368,1.369823,13,walking,ACW,18,-79.0,-84.89564,5.8956375
4,744.0,44.9748893,-93.259367,1.3682766000000002,12,walking,ACW,18,-79.0,-95.96415,16.96415
4,745.0,44.97489935,-93.25936690000002,1.3658538,10,walking,ACW,18,-79.0,-86.10608,7.106079
4,746.0,44.97490825,-93.259368,1.36223735,8,walking,ACW,18,-83.0,-86.25077,3.2507706
4,747.0,44.974920700000006,-93.2593692,1.3600248,7,walking,ACW,18,-79.0,-82.73007,3.730072
4,748.0,44.9749303,-93.2593526,1.3512601,10,walking,ACW,18,-79.0,-89.08912,10.089119
4,749.0,44.9749332,-93.2593506,1.3511078,11,walking,ACW,18,-79.0,-85.48501,6.4850082
4,750.0,44.97494735,-93.2593395,1.35492615,14,walking,ACW,18,-79.0,-89.47533,10.475327
4,751.0,44.97496405,-93.2593414,1.3643427,10,walking,ACW,18,-81.0,-84.68979,3.6897888
4,752.0,44.9749794,-93.2593449,1.496702,13,walking,ACW,18,-81.0,-90.15502,9.155022
4,753.0,44.97500635,-93.25934255,1.4661211,24,walking,ACW,18,-81.0,-89.67794,8.67794
4,754.0,44.9750194,-93.2593388,1.4239497,25,walking,ACW,18,-75.0,-89.994774,14.994774
4,755.0,44.9750264,-93.2593349,1.4211518,25,walking,ACW,18,-75.0,-86.360306,11.360306
4,756.0,44.97504405,-93.259323,1.42398875,24,walking,ACW,18,-80.0,-86.24842,6.2484207
4,757.0,44.97505945,-93.2593127,1.30753155,23,walking,ACW,18,-82.0,-89.05499,7.0549927
4,758.0,44.97507205,-93.2593058,1.3798251,15,walking,ACW,18,-77.0,-89.035385,12.035385
4,759.0,44.9750824,-93.259299,1.4284248,12,walking,ACW,18,-77.0,-87.47883,10.478828
4,760.0,44.975097,-93.2592884,1.4409726,11,walking,ACW,18,-74.0,-88.4486,14.448601
4,761.0,44.97510625,-93.25928415,1.4361761999999998,16,walking,ACW,18,-74.0,-86.18102,12.181023
4,762.0,44.97511955,-93.2592813,1.43288705,15,walking,ACW,18,-79.0,-85.82103,6.8210297
4,763.0,44.97512955,-93.2592797,1.43080395,17,walking,ACW,18,-79.0,-88.08492,9.084923
4,764.0,44.9751464,-93.2592768,1.42186065,19,walking,ACW,18,-76.0,-86.420395,10.420395
4,765.0,44.975159000000005,-93.25927595,1.39781465,19,walking,ACW,18,-76.0,-87.33569,11.335693
4,766.0,44.975164500000005,-93.25927805,1.2900983999999998,15,walking,ACW,14,-140.0,-88.74731,-51.252693
4,767.0,44.9751664,-93.2592797,1.1930763999999998,14,walking,ACW,14,-140.0,-143.51373,3.513733
4,768.0,44.9751826,-93.2592871,1.2133081,14,walking,ACW,14,-82.0,-89.61371,7.6137085
5,211.0,44.975823,-93.2605122,0.00045836763,119,driving,CW,19,-94.0,-95.03765,1.0376511
5,212.0,44.9758231,-93.2605122,0.0032059627,120,driving,CW,19,-94.0,-95.04596,1.0459595
5,213.0,44.975823,-93.2605122,0.0024392717,120,driving,CW,19,-94.0,-95.031136,1.0311356
5,214.0,44.975823,-93.2605122,0.002521512,120,driving,CW,19,-94.0,-95.04136,1.041359
5,215.0,44.9758229,-93.260512,0.01255357,120,driving,CW,19,-94.0,-95.04572,1.045723
5,216.0,44.9758191,-93.2605036,1.8199017,119,driving,CW,19,-94.0,-95.03488,1.0348816
